,subject,word,s2_value,in.cs,order,num_eval,highest_value_so_far,did_continue_eval,is_in_order,rank
2282,A3JVOMZOZ81R1S,DECEMBER,3,True,3.0,4,14,True,False,11
3057,A3K36OLIGLEP6D,JUNE,14,True,1.0,1,14,False,False,8
1129,A3K49IOO2O1WLX,NOVEMBER,22,True,1.0,1,22,False,False,2
2283,A3KDBIHZLB8UY3,DECEMBER,3,True,2.0,3,20,True,False,11
505,A3KDBIHZLB8UY3,OCTOBER,20,True,1.0,3,20,True,False,3
1703,A3KDBIHZLB8UY3,FEBRUARY,2,True,3.0,3,20,False,False,12
506,A3KFFIBJZVM0J2,OCTOBER,20,True,2.0,6,22,True,False,3
1441,A3KFFIBJZVM0J2,APRIL,18,True,5.0,6,22,True,False,4
2050,A3KFFIBJZVM0J2,AUGUST,7,True,4.0,6,22,True,False,10
216,A3KFFIBJZVM0J2,SEPTEMBER,16,True,3.0,6,22,True,False,6
1130,A3KFFIBJZVM0J2,NOVEMBER,22,True,1.0,6,22,True,False,2
2860,A3KFFIBJZVM0J2,MAY,25,True,6.0,6,25,False,False,1
797,A3KIDRWRKC7RI5,MARCH,18,True,3.0,4,22,True,False,5
217,A3KIDRWRKC7RI5,SEPTEMBER,16,True,1.0,4,16,True,False,6
1131,A3KIDRWRKC7RI5,NOVEMBER,22,True,2.0,4,22,True,False,2
2861,A3KIDRWRKC7RI5,MAY,25,True,4.0,4,25,False,False,1
1442,A3KPVU5XH7W1RP,APRIL,18,True,1.0,2,18,True,False,4
1132,A3KPVU5XH7W1RP,NOVEMBER,22,True,2.0,2,22,False,False,2
2284,A3LCCLF3NG0YW7,DECEMBER,3,True,1.0,7,3,True,False,11
3058,A3LCCLF3NG0YW7,JUNE,14,True,6.0,7,18,True,False,8
798,A3LCCLF3NG0YW7,MARCH,18,True,3.0,7,18,True,False,5
1905,A3LCCLF3NG0YW7,JULY,12,True,4.0,7,18,True,False,9
1443,A3LCCLF3NG0YW7,APRIL,18,True,5.0,7,18,True,False,4
2591,A3LCCLF3NG0YW7,JANUARY,14,True,2.0,7,14,True,False,7
1704,A3LCCLF3NG0YW7,FEBRUARY,2,True,7.0,7,18,False,False,12
2862,A3LDF5ZH812XV2,MAY,25,True,4.0,4,25,False,False,1
1705,A3LDF5ZH812XV2,FEBRUARY,2,True,2.0,4,18,True,False,12
799,A3LDF5ZH812XV2,MARCH,18,True,3.0,4,18,True,False,5
1444,A3LDF5ZH812XV2,APRIL,18,True,1.0,4,18,True,False,4
1906,A3LRG7LUVGYEAF,JULY,12,True,5.0,6,18,True,False,9
1706,A3LRG7LUVGYEAF,FEBRUARY,2,True,2.0,6,7,True,False,12
218,A3LRG7LUVGYEAF,SEPTEMBER,16,True,6.0,6,18,False,False,6
2051,A3LRG7LUVGYEAF,AUGUST,7,True,1.0,6,7,True,False,10
1445,A3LRG7LUVGYEAF,APRIL,18,True,4.0,6,18,True,False,4
800,A3LRG7LUVGYEAF,MARCH,18,True,3.0,6,18,True,False,5
1133,A3M1BS9HV6XBWG,NOVEMBER,22,True,1.0,3,22,True,False,2
1446,A3M1BS9HV6XBWG,APRIL,18,True,3.0,3,22,False,False,4
1707,A3M1BS9HV6XBWG,FEBRUARY,2,True,2.0,3,22,True,False,12
801,A3MAU6MNBXWY5H,MARCH,18,True,1.0,4,18,True,False,5
507,A3MAU6MNBXWY5H,OCTOBER,20,True,4.0,4,20,False,False,3
219,A3MAU6MNBXWY5H,SEPTEMBER,16,True,3.0,4,18,True,False,6
1447,A3MAU6MNBXWY5H,APRIL,18,True,2.0,4,18,True,False,4
802,A3MF22SGH75VO3,MARCH,18,True,3.0,3,18,False,False,5
220,A3MF22SGH75VO3,SEPTEMBER,16,True,1.0,3,16,True,False,6
1708,A3MF22SGH75VO3,FEBRUARY,2,True,2.0,3,16,True,False,12
2863,A3MM0BIQZ60HI3,MAY,25,True,7.0,7,25,False,False,1
2592,A3MM0BIQZ60HI3,JANUARY,14,True,2.0,7,14,True,False,7
2285,A3MM0BIQZ60HI3,DECEMBER,3,True,3.0,7,14,True,False,11
1134,A3MM0BIQZ60HI3,NOVEMBER,22,True,6.0,7,22,True,False,2
1709,A3MM0BIQZ60HI3,FEBRUARY,2,True,1.0,7,2,True,False,12
2052,A3MM0BIQZ60HI3,AUGUST,7,True,5.0,7,14,True,False,10
1907,A3MM0BIQZ60HI3,JULY,12,True,4.0,7,14,True,False,9
2053,A3MSAPH8LZHMFL,AUGUST,7,True,3.0,3,22,False,False,10
1135,A3MSAPH8LZHMFL,NOVEMBER,22,True,1.0,3,22,True,False,2
508,A3MSAPH8LZHMFL,OCTOBER,20,True,2.0,3,22,True,False,3
1136,A3NS31CYXLXTDA,NOVEMBER,22,True,3.0,5,22,True,False,2
2286,A3NS31CYXLXTDA,DECEMBER,3,True,4.0,5,22,True,False,11
2593,A3NS31CYXLXTDA,JANUARY,14,True,5.0,5,22,False,False,7
509,A3NS31CYXLXTDA,OCTOBER,20,True,2.0,5,20,True,False,3
221,A3NS31CYXLXTDA,SEPTEMBER,16,True,1.0,5,16,True,False,6
1908,A3NXT3OVGL7QNR,JULY,12,True,2.0,4,14,True,False,9
222,A3NXT3OVGL7QNR,SEPTEMBER,16,True,4.0,4,16,False,False,6
3059,A3NXT3OVGL7QNR,JUNE,14,True,1.0,4,14,True,False,8
2054,A3NXT3OVGL7QNR,AUGUST,7,True,3.0,4,14,True,False,10
803,A3NZNWXAOR7216,MARCH,18,True,1.0,2,18,True,False,5
1710,A3NZNWXAOR7216,FEBRUARY,2,True,2.0,2,18,False,False,12
2594,A3O2ZWJKY6CZ5K,JANUARY,14,True,1.0,4,14,True,False,7
2864,A3O2ZWJKY6CZ5K,MAY,25,True,2.0,4,25,True,False,1
1137,A3O2ZWJKY6CZ5K,NOVEMBER,22,True,3.0,4,25,True,False,2
2287,A3O2ZWJKY6CZ5K,DECEMBER,3,True,4.0,4,25,False,False,11
2865,A3OEYK287V943Z,MAY,25,True,1.0,1,25,False,False,1
1448,A3OVBNOFPMCDAS,APRIL,18,True,2.0,2,18,False,False,4
804,A3OVBNOFPMCDAS,MARCH,18,True,1.0,2,18,True,False,5
1909,A3OZNTDPVDBJZV,JULY,12,True,2.0,4,16,True,False,9
223,A3OZNTDPVDBJZV,SEPTEMBER,16,True,1.0,4,16,True,False,6
2288,A3OZNTDPVDBJZV,DECEMBER,3,True,4.0,4,16,False,False,11
2055,A3OZNTDPVDBJZV,AUGUST,7,True,3.0,4,16,True,False,10
510,A3P3446JDIIKQY,OCTOBER,20,True,3.0,3,22,False,False,3
1138,A3P3446JDIIKQY,NOVEMBER,22,True,2.0,3,22,True,False,2
224,A3P3446JDIIKQY,SEPTEMBER,16,True,1.0,3,16,True,False,6
1139,A3P6CVPYACUX43,NOVEMBER,22,True,1.0,1,22,False,False,2
511,A3P6IXUM1ND35A,OCTOBER,20,True,6.0,6,20,False,False,3
2595,A3P6IXUM1ND35A,JANUARY,14,True,1.0,6,14,True,False,7
1449,A3P6IXUM1ND35A,APRIL,18,True,4.0,6,18,True,False,4
225,A3P6IXUM1ND35A,SEPTEMBER,16,True,5.0,6,18,True,False,6
805,A3P6IXUM1ND35A,MARCH,18,True,3.0,6,18,True,False,5
1711,A3P6IXUM1ND35A,FEBRUARY,2,True,2.0,6,14,True,False,12
2866,A3PIVSSF1BR9II,MAY,25,True,1.0,1,25,False,False,1
2596,A3PL7JEMIPFHI9,JANUARY,14,True,4.0,6,16,True,False,7
1712,A3PL7JEMIPFHI9,FEBRUARY,2,True,2.0,6,16,True,False,12
2056,A3PL7JEMIPFHI9,AUGUST,7,True,5.0,6,16,True,False,10
1910,A3PL7JEMIPFHI9,JULY,12,True,3.0,6,16,True,False,9
3060,A3PL7JEMIPFHI9,JUNE,14,True,6.0,6,16,False,False,8
226,A3PL7JEMIPFHI9,SEPTEMBER,16,True,1.0,6,16,True,False,6
2867,A3PRFA3M7OSCT5,MAY,25,True,5.0,5,25,False,False,1
227,A3PRFA3M7OSCT5,SEPTEMBER,16,True,3.0,5,18,True,False,6
1140,A3PRFA3M7OSCT5,NOVEMBER,22,True,4.0,5,22,True,False,2
806,A3PRFA3M7OSCT5,MARCH,18,True,1.0,5,18,True,False,5
1450,A3PRFA3M7OSCT5,APRIL,18,True,2.0,5,18,True,False,4
1451,A3PRX6CU0P34NE,APRIL,18,True,6.0,8,22,True,False,4
807,A3PRX6CU0P34NE,MARCH,18,True,7.0,8,22,True,False,5
1141,A3PRX6CU0P34NE,NOVEMBER,22,True,5.0,8,22,True,False,2
1713,A3PRX6CU0P34NE,FEBRUARY,2,True,2.0,8,14,True,False,12
2868,A3PRX6CU0P34NE,MAY,25,True,8.0,8,25,False,False,1
2597,A3PRX6CU0P34NE,JANUARY,14,True,1.0,8,14,True,False,7
228,A3PRX6CU0P34NE,SEPTEMBER,16,True,3.0,8,16,True,False,6
512,A3PRX6CU0P34NE,OCTOBER,20,True,4.0,8,20,True,False,3
229,A3PWJ3G2ZCV3ZY,SEPTEMBER,16,True,1.0,4,16,True,False,6
1142,A3PWJ3G2ZCV3ZY,NOVEMBER,22,True,3.0,4,22,True,False,2
513,A3PWJ3G2ZCV3ZY,OCTOBER,20,True,2.0,4,20,True,False,3
2289,A3PWJ3G2ZCV3ZY,DECEMBER,3,True,4.0,4,22,False,False,11
2290,A3PZKOCRVCTFEP,DECEMBER,3,True,2.0,4,22,True,False,11
2598,A3PZKOCRVCTFEP,JANUARY,14,True,3.0,4,22,True,False,7
1452,A3PZKOCRVCTFEP,APRIL,18,True,4.0,4,22,False,False,4
1143,A3PZKOCRVCTFEP,NOVEMBER,22,True,1.0,4,22,True,False,2
2599,A3QEBRCOTOBU6V,JANUARY,14,True,1.0,5,14,True,False,7
808,A3QEBRCOTOBU6V,MARCH,18,True,2.0,5,18,True,False,5
3061,A3QEBRCOTOBU6V,JUNE,14,True,4.0,5,25,True,False,8
2869,A3QEBRCOTOBU6V,MAY,25,True,3.0,5,25,True,False,1
1911,A3QEBRCOTOBU6V,JULY,12,True,5.0,5,25,False,False,9
1453,A3QME3FQN6P4OA,APRIL,18,True,4.0,5,18,True,False,4
2291,A3QME3FQN6P4OA,DECEMBER,3,True,5.0,5,18,False,False,11
1714,A3QME3FQN6P4OA,FEBRUARY,2,True,2.0,5,14,True,False,12
2600,A3QME3FQN6P4OA,JANUARY,14,True,1.0,5,14,True,False,7
809,A3QME3FQN6P4OA,MARCH,18,True,3.0,5,18,True,False,5
1144,A3QMM3IKPZY34,NOVEMBER,22,True,1.0,1,22,False,False,2
1454,A3QX5BLSTM9RN9,APRIL,18,True,1.0,4,18,True,False,4
1145,A3QX5BLSTM9RN9,NOVEMBER,22,True,2.0,4,22,True,False,2
2870,A3QX5BLSTM9RN9,MAY,25,True,4.0,4,25,False,False,1
810,A3QX5BLSTM9RN9,MARCH,18,True,3.0,4,22,True,False,5
2871,A3R3RSWZWGA6SN,MAY,25,True,3.0,4,25,True,False,1
811,A3R3RSWZWGA6SN,MARCH,18,True,1.0,4,18,True,False,5
2057,A3R3RSWZWGA6SN,AUGUST,7,True,4.0,4,25,False,False,10
1455,A3R3RSWZWGA6SN,APRIL,18,True,2.0,4,18,True,False,4
2058,A3RCI8CN5BSLTZ,AUGUST,7,True,5.0,5,22,False,False,10
1146,A3RCI8CN5BSLTZ,NOVEMBER,22,True,2.0,5,22,True,False,2
230,A3RCI8CN5BSLTZ,SEPTEMBER,16,True,1.0,5,16,True,False,6
2292,A3RCI8CN5BSLTZ,DECEMBER,3,True,4.0,5,22,True,False,11
514,A3RCI8CN5BSLTZ,OCTOBER,20,True,3.0,5,22,True,False,3
1456,A3RFCSZW6JZDPF,APRIL,18,True,1.0,2,18,True,False,4
1147,A3RFCSZW6JZDPF,NOVEMBER,22,True,2.0,2,22,False,False,2
231,A3RI9RLBGPG2B6,SEPTEMBER,16,True,1.0,2,16,True,False,6
1148,A3RI9RLBGPG2B6,NOVEMBER,22,True,2.0,2,22,False,False,2
2872,A3RNYHTTJZ6JUP,MAY,25,True,4.0,4,25,False,False,1
1715,A3RNYHTTJZ6JUP,FEBRUARY,2,True,2.0,4,14,True,False,12
1457,A3RNYHTTJZ6JUP,APRIL,18,True,3.0,4,18,True,False,4
2601,A3RNYHTTJZ6JUP,JANUARY,14,True,1.0,4,14,True,False,7
1458,A3RVJSDMYO33UM,APRIL,18,True,4.0,5,20,True,False,4
232,A3RVJSDMYO33UM,SEPTEMBER,16,True,1.0,5,16,True,False,6
812,A3RVJSDMYO33UM,MARCH,18,True,3.0,5,20,True,False,5
515,A3RVJSDMYO33UM,OCTOBER,20,True,2.0,5,20,True,False,3
2059,A3RVJSDMYO33UM,AUGUST,7,True,5.0,5,20,False,False,10
2873,A3S3VM98BI0DNN,MAY,25,True,1.0,1,25,False,False,1
813,A3SDPBBGA74YND,MARCH,18,True,2.0,2,18,False,False,5
1459,A3SDPBBGA74YND,APRIL,18,True,1.0,2,18,True,False,4
1149,A3SFNY43VM330P,NOVEMBER,22,True,2.0,5,22,True,False,2
2874,A3SFNY43VM330P,MAY,25,True,5.0,5,25,False,False,1
2293,A3SFNY43VM330P,DECEMBER,3,True,1.0,5,3,True,False,11
814,A3SFNY43VM330P,MARCH,18,True,4.0,5,22,True,False,5
2602,A3SFNY43VM330P,JANUARY,14,True,3.0,5,22,True,False,7
1150,A3SITQVLF6JA08,NOVEMBER,22,True,1.0,4,22,True,False,2
516,A3SITQVLF6JA08,OCTOBER,20,True,3.0,4,22,True,False,3
1460,A3SITQVLF6JA08,APRIL,18,True,4.0,4,22,False,False,4
233,A3SITQVLF6JA08,SEPTEMBER,16,True,2.0,4,22,True,False,6
1151,A3SLXLALO5SQXY,NOVEMBER,22,True,1.0,2,22,True,False,2
2875,A3SLXLALO5SQXY,MAY,25,True,2.0,2,25,False,False,1
517,A3TGVDNYEAOUN6,OCTOBER,20,True,8.0,12,25,True,False,3
1152,A3TGVDNYEAOUN6,NOVEMBER,22,True,1.0,12,22,True,False,2
815,A3TGVDNYEAOUN6,MARCH,18,True,10.0,12,25,True,False,5
2603,A3TGVDNYEAOUN6,JANUARY,14,True,11.0,12,25,True,False,7
3062,A3TGVDNYEAOUN6,JUNE,14,True,12.0,12,25,False,False,8
2060,A3TGVDNYEAOUN6,AUGUST,7,True,9.0,12,25,True,False,10
1716,A3TGVDNYEAOUN6,FEBRUARY,2,True,3.0,12,22,True,False,12
2294,A3TGVDNYEAOUN6,DECEMBER,3,True,2.0,12,22,True,False,11
2876,A3TGVDNYEAOUN6,MAY,25,True,6.0,12,25,True,False,1
234,A3TGVDNYEAOUN6,SEPTEMBER,16,True,5.0,12,22,True,False,6
1461,A3TGVDNYEAOUN6,APRIL,18,True,7.0,12,25,True,False,4
1912,A3TGVDNYEAOUN6,JULY,12,True,4.0,12,22,True,False,9
2604,A3TNFGMCBF40F9,JANUARY,14,True,3.0,3,18,False,False,7
816,A3TNFGMCBF40F9,MARCH,18,True,1.0,3,18,True,False,5
1462,A3TNFGMCBF40F9,APRIL,18,True,2.0,3,18,True,False,4
2877,A3U2VUZ2L7HIWG,MAY,25,True,1.0,4,25,True,False,1
817,A3U2VUZ2L7HIWG,MARCH,18,True,3.0,4,25,True,False,5
2605,A3U2VUZ2L7HIWG,JANUARY,14,True,4.0,4,25,False,False,7
1717,A3U2VUZ2L7HIWG,FEBRUARY,2,True,2.0,4,25,True,False,12
2295,A3U505ZZEA876X,DECEMBER,3,True,2.0,3,22,True,False,11
2606,A3U505ZZEA876X,JANUARY,14,True,3.0,3,22,False,False,7
1153,A3U505ZZEA876X,NOVEMBER,22,True,1.0,3,22,True,False,2
1154,A3UCS7BPHAO7XW,NOVEMBER,22,True,4.0,4,22,False,False,2
518,A3UCS7BPHAO7XW,OCTOBER,20,True,2.0,4,20,True,False,3
235,A3UCS7BPHAO7XW,SEPTEMBER,16,True,1.0,4,16,True,False,6
2296,A3UCS7BPHAO7XW,DECEMBER,3,True,3.0,4,20,True,False,11
1155,A3UHNYE5EMBEUX,NOVEMBER,22,True,4.0,4,22,False,False,2
519,A3UHNYE5EMBEUX,OCTOBER,20,True,3.0,4,20,True,False,3
2061,A3UHNYE5EMBEUX,AUGUST,7,True,1.0,4,7,True,False,10
236,A3UHNYE5EMBEUX,SEPTEMBER,16,True,2.0,4,16,True,False,6
1718,A3UNDL8E74UKWG,FEBRUARY,2,True,1.0,3,2,True,False,12
818,A3UNDL8E74UKWG,MARCH,18,True,2.0,3,18,True,False,5
2297,A3UNDL8E74UKWG,DECEMBER,3,True,3.0,3,18,False,False,11
1156,A3UQX3NQ7HMS62,NOVEMBER,22,True,1.0,9,22,True,False,2
520,A3UQX3NQ7HMS62,OCTOBER,20,True,8.0,9,22,True,False,3
2062,A3UQX3NQ7HMS62,AUGUST,7,True,7.0,9,22,True,False,10
3063,A3UQX3NQ7HMS62,JUNE,14,True,6.0,9,22,True,False,8
2298,A3UQX3NQ7HMS62,DECEMBER,3,True,9.0,9,22,False,False,11
819,A3UQX3NQ7HMS62,MARCH,18,True,4.0,9,22,True,False,5
1719,A3UQX3NQ7HMS62,FEBRUARY,2,True,3.0,9,22,True,False,12
2607,A3UQX3NQ7HMS62,JANUARY,14,True,2.0,9,22,True,False,7
1463,A3UQX3NQ7HMS62,APRIL,18,True,5.0,9,22,True,False,4
2608,A3USP1ZP069KCK,JANUARY,14,True,1.0,3,14,True,False,7
1720,A3USP1ZP069KCK,FEBRUARY,2,True,2.0,3,14,True,False,12
2878,A3USP1ZP069KCK,MAY,25,True,3.0,3,25,False,False,1
521,A3USTH734BRWUW,OCTOBER,20,True,1.0,2,20,True,False,3
1157,A3USTH734BRWUW,NOVEMBER,22,True,2.0,2,22,False,False,2
1721,A3UU3XX99RJ2O,FEBRUARY,2,True,2.0,4,22,True,False,12
237,A3UU3XX99RJ2O,SEPTEMBER,16,True,3.0,4,22,True,False,6
2063,A3UU3XX99RJ2O,AUGUST,7,True,4.0,4,22,False,False,10
1158,A3UU3XX99RJ2O,NOVEMBER,22,True,1.0,4,22,True,False,2
1159,A3UVLM5V4M96IH,NOVEMBER,22,True,2.0,2,22,False,False,2
522,A3UVLM5V4M96IH,OCTOBER,20,True,1.0,2,20,True,False,3
523,A3UY6YA555NITN,OCTOBER,20,True,2.0,2,20,False,False,3
2299,A3UY6YA555NITN,DECEMBER,3,True,1.0,2,3,True,False,11
2300,A3V0BN9PN1W1TU,DECEMBER,3,True,3.0,6,12,True,False,11
2609,A3V0BN9PN1W1TU,JANUARY,14,True,5.0,6,20,True,False,7
238,A3V0BN9PN1W1TU,SEPTEMBER,16,True,6.0,6,20,False,False,6
524,A3V0BN9PN1W1TU,OCTOBER,20,True,4.0,6,20,True,False,3
2064,A3V0BN9PN1W1TU,AUGUST,7,True,2.0,6,12,True,False,10
1913,A3V0BN9PN1W1TU,JULY,12,True,1.0,6,12,True,False,9
525,A3V3SQCM8QGYB7,OCTOBER,20,True,5.0,6,22,True,False,3
820,A3V3SQCM8QGYB7,MARCH,18,True,4.0,6,22,True,False,5
2879,A3V3SQCM8QGYB7,MAY,25,True,6.0,6,25,False,False,1
1464,A3V3SQCM8QGYB7,APRIL,18,True,3.0,6,22,True,False,4
1160,A3V3SQCM8QGYB7,NOVEMBER,22,True,1.0,6,22,True,False,2
2065,A3V3SQCM8QGYB7,AUGUST,7,True,2.0,6,22,True,False,10
1722,A3VC4X4D5SL1YV,FEBRUARY,2,True,2.0,6,14,True,False,12
239,A3VC4X4D5SL1YV,SEPTEMBER,16,True,5.0,6,20,True,False,6
2301,A3VC4X4D5SL1YV,DECEMBER,3,True,3.0,6,14,True,False,11
2610,A3VC4X4D5SL1YV,JANUARY,14,True,1.0,6,14,True,False,7
1161,A3VC4X4D5SL1YV,NOVEMBER,22,True,6.0,6,22,False,False,2
526,A3VC4X4D5SL1YV,OCTOBER,20,True,4.0,6,20,True,False,3
2880,A3VD8Q04OOZ7W0,MAY,25,True,4.0,4,25,False,False,1
2611,A3VD8Q04OOZ7W0,JANUARY,14,True,1.0,4,14,True,False,7
1723,A3VD8Q04OOZ7W0,FEBRUARY,2,True,2.0,4,14,True,False,12
821,A3VD8Q04OOZ7W0,MARCH,18,True,3.0,4,18,True,False,5
1465,A3VO9Q2GJ230PN,APRIL,18,True,2.0,4,18,True,False,4
2302,A3VO9Q2GJ230PN,DECEMBER,3,True,3.0,4,18,True,False,11
822,A3VO9Q2GJ230PN,MARCH,18,True,1.0,4,18,True,False,5
1162,A3VO9Q2GJ230PN,NOVEMBER,22,True,4.0,4,22,False,False,2
2303,A3VYL6GRHLIR35,DECEMBER,3,True,6.0,6,22,False,False,11
240,A3VYL6GRHLIR35,SEPTEMBER,16,True,2.0,6,16,True,False,6
2612,A3VYL6GRHLIR35,JANUARY,14,True,5.0,6,22,True,False,7
2066,A3VYL6GRHLIR35,AUGUST,7,True,1.0,6,7,True,False,10
1163,A3VYL6GRHLIR35,NOVEMBER,22,True,4.0,6,22,True,False,2
527,A3VYL6GRHLIR35,OCTOBER,20,True,3.0,6,20,True,False,3
1164,A3VYYKO1ABC4SC,NOVEMBER,22,True,1.0,2,22,True,False,2
2881,A3VYYKO1ABC4SC,MAY,25,True,2.0,2,25,False,False,1
2304,A3W4POCF7C77G,DECEMBER,3,True,3.0,3,22,False,False,11
1165,A3W4POCF7C77G,NOVEMBER,22,True,1.0,3,22,True,False,2
528,A3W4POCF7C77G,OCTOBER,20,True,2.0,3,22,True,False,3
1724,A47VCO946DO5K,FEBRUARY,2,True,1.0,2,2,True,False,12
2613,A47VCO946DO5K,JANUARY,14,True,2.0,2,14,False,False,7
823,A4EJNWLWAUTDU,MARCH,18,True,5.0,5,22,False,False,5
241,A4EJNWLWAUTDU,SEPTEMBER,16,True,1.0,5,16,True,False,6
1166,A4EJNWLWAUTDU,NOVEMBER,22,True,3.0,5,22,True,False,2
1914,A4EJNWLWAUTDU,JULY,12,True,4.0,5,22,True,False,9
2305,A4EJNWLWAUTDU,DECEMBER,3,True,2.0,5,16,True,False,11
242,A51EYU6NOA7SC,SEPTEMBER,16,True,2.0,2,22,False,False,6
1167,A51EYU6NOA7SC,NOVEMBER,22,True,1.0,2,22,True,False,2
243,A543UOEX2LSBY,SEPTEMBER,16,True,4.0,4,18,False,False,6
824,A543UOEX2LSBY,MARCH,18,True,2.0,4,18,True,False,5
1466,A543UOEX2LSBY,APRIL,18,True,3.0,4,18,True,False,4
2614,A543UOEX2LSBY,JANUARY,14,True,1.0,4,14,True,False,7
529,A58EN7ZKSUK90,OCTOBER,20,True,1.0,1,20,False,False,3
1168,A58LOH3VG3CBC,NOVEMBER,22,True,1.0,1,22,False,False,2
1169,A5NBYZPGPMNAG,NOVEMBER,22,True,1.0,1,22,False,False,2
825,A5QT4EG0GLOUP,MARCH,18,True,3.0,5,18,True,False,5
1170,A5QT4EG0GLOUP,NOVEMBER,22,True,4.0,5,22,True,False,2
2615,A5QT4EG0GLOUP,JANUARY,14,True,1.0,5,14,True,False,7
1915,A5QT4EG0GLOUP,JULY,12,True,5.0,5,22,False,False,9
1725,A5QT4EG0GLOUP,FEBRUARY,2,True,2.0,5,14,True,False,12
826,A5XB2OFILUVP9,MARCH,18,True,1.0,2,18,True,False,5
1467,A5XB2OFILUVP9,APRIL,18,True,2.0,2,18,False,False,4
1171,A62N5Z8QM6IFM,NOVEMBER,22,True,1.0,1,22,False,False,2
2306,A6PF3JTYZLZL4,DECEMBER,3,True,5.0,5,22,False,False,11
1172,A6PF3JTYZLZL4,NOVEMBER,22,True,4.0,5,22,True,False,2
244,A6PF3JTYZLZL4,SEPTEMBER,16,True,2.0,5,16,True,False,6
2616,A6PF3JTYZLZL4,JANUARY,14,True,1.0,5,14,True,False,7
530,A6PF3JTYZLZL4,OCTOBER,20,True,3.0,5,20,True,False,3
1173,A70L26UXLTGLC,NOVEMBER,22,True,2.0,3,22,True,False,2
1726,A70L26UXLTGLC,FEBRUARY,2,True,1.0,3,2,True,False,12
2307,A70L26UXLTGLC,DECEMBER,3,True,3.0,3,22,False,False,11
1468,A7ASFZMGH2Y61,APRIL,18,True,3.0,8,18,True,False,4
2067,A7ASFZMGH2Y61,AUGUST,7,True,5.0,8,18,True,False,10
827,A7ASFZMGH2Y61,MARCH,18,True,2.0,8,18,True,False,5
2617,A7ASFZMGH2Y61,JANUARY,14,True,1.0,8,14,True,False,7
245,A7ASFZMGH2Y61,SEPTEMBER,16,True,7.0,8,18,True,False,6
3064,A7ASFZMGH2Y61,JUNE,14,True,6.0,8,18,True,False,8
2882,A7ASFZMGH2Y61,MAY,25,True,8.0,8,25,False,False,1
1916,A7ASFZMGH2Y61,JULY,12,True,4.0,8,18,True,False,9
2308,A7C9ONCFIYRSD,DECEMBER,3,True,1.0,2,3,True,False,11
1174,A7C9ONCFIYRSD,NOVEMBER,22,True,2.0,2,22,False,False,2
531,A7D0RDCYBH6S,OCTOBER,20,True,4.0,6,20,True,False,3
2068,A7D0RDCYBH6S,AUGUST,7,True,5.0,6,20,True,False,10
2618,A7D0RDCYBH6S,JANUARY,14,True,2.0,6,14,True,False,7
246,A7D0RDCYBH6S,SEPTEMBER,16,True,6.0,6,20,False,False,6
1727,A7D0RDCYBH6S,FEBRUARY,2,True,3.0,6,14,True,False,12
2309,A7D0RDCYBH6S,DECEMBER,3,True,1.0,6,3,True,False,11
3065,A7GMBXTOB9MSA,JUNE,14,True,5.0,5,25,False,False,8
532,A7GMBXTOB9MSA,OCTOBER,20,True,1.0,5,20,True,False,3
1175,A7GMBXTOB9MSA,NOVEMBER,22,True,2.0,5,22,True,False,2
247,A7GMBXTOB9MSA,SEPTEMBER,16,True,3.0,5,22,True,False,6
2883,A7GMBXTOB9MSA,MAY,25,True,4.0,5,25,True,False,1
533,A7GVNWSCFN20T,OCTOBER,20,True,1.0,2,20,True,False,3
1176,A7GVNWSCFN20T,NOVEMBER,22,True,2.0,2,22,False,False,2
1177,A83GJEN0ZGXPX,NOVEMBER,22,True,3.0,3,22,False,False,2
1728,A83GJEN0ZGXPX,FEBRUARY,2,True,1.0,3,2,True,False,12
248,A83GJEN0ZGXPX,SEPTEMBER,16,True,2.0,3,16,True,False,6
2619,A8A9DUD87SMQ9,JANUARY,14,True,1.0,3,14,True,False,7
1178,A8A9DUD87SMQ9,NOVEMBER,22,True,3.0,3,22,False,False,2
2310,A8A9DUD87SMQ9,DECEMBER,3,True,2.0,3,14,True,False,11
534,A8D8BPNBHWZ6N,OCTOBER,20,True,2.0,3,20,True,False,3
1179,A8D8BPNBHWZ6N,NOVEMBER,22,True,3.0,3,22,False,False,2
249,A8D8BPNBHWZ6N,SEPTEMBER,16,True,1.0,3,16,True,False,6
1917,A8R00JLRXA9VC,JULY,12,True,2.0,3,14,True,False,9
250,A8R00JLRXA9VC,SEPTEMBER,16,True,3.0,3,16,False,False,6
3066,A8R00JLRXA9VC,JUNE,14,True,1.0,3,14,True,False,8
828,A8S744ESOB89J,MARCH,18,True,3.0,5,18,True,False,5
2884,A8S744ESOB89J,MAY,25,True,4.0,5,25,True,False,1
3067,A8S744ESOB89J,JUNE,14,True,5.0,5,25,False,False,8
1729,A8S744ESOB89J,FEBRUARY,2,True,2.0,5,14,True,False,12
2620,A8S744ESOB89J,JANUARY,14,True,1.0,5,14,True,False,7
829,A9JPMRRBFO4NL,MARCH,18,True,3.0,4,18,True,False,5
1730,A9JPMRRBFO4NL,FEBRUARY,2,True,1.0,4,2,True,False,12
2069,A9JPMRRBFO4NL,AUGUST,7,True,2.0,4,7,True,False,10
2621,A9JPMRRBFO4NL,JANUARY,14,True,4.0,4,18,False,False,7
3068,A9K09P98W0LRZ,JUNE,14,True,3.0,11,20,True,False,8
2885,A9K09P98W0LRZ,MAY,25,True,7.0,11,25,True,False,1
