,num_actions,action_cost,r,agent,utility
7,100,2,0.95,12,1235.6575207422275
8,100,2,0.95,15,1228.076799756079
9,100,2,0.95,20,1215.4422647791646
10,100,2,0.95,40,1164.9041248715068
11,100,2,0.95,80,1063.8278450561918
12,100,2,0.95,100,1013.2897051485343
13,100,2,0.95,Optimal,1261.5742904761182
14,100,2,0.95,Dynamic,1252.6380739232818
0,100,2,1.0,1,1285.1639350828418
1,100,2,1.0,2,1282.5936072126763
2,100,2,1.0,3,1280.0232793425105
3,100,2,1.0,4,1277.452951472345
4,100,2,1.0,5,1274.8826236021791
5,100,2,1.0,7,1269.7419678618478
6,100,2,1.0,9,1264.6013121215165
7,100,2,1.0,12,1256.8903285110196
8,100,2,1.0,15,1249.1793449005222
9,100,2,1.0,20,1236.3277055496937
10,100,2,1.0,40,1184.9211481463803
11,100,2,1.0,80,1082.108033339753
12,100,2,1.0,100,1030.701475936439
13,100,2,1.0,Optimal,1285.1639350828418
14,100,2,1.0,Dynamic,1285.1639350828418
0,100,5,0.25,1,149.17924163231157
1,100,5,0.25,2,236.3975352214983
2,100,5,0.25,3,268.50168636644355
3,100,5,0.25,4,290.594583438277
4,100,5,0.25,5,328.03470817393435
5,100,5,0.25,7,350.95828112768874
6,100,5,0.25,9,372.2444273901858
7,100,5,0.25,12,384.285896608711
8,100,5,0.25,15,393.94092048605853
9,100,5,0.25,20,400.609315533787
10,100,5,0.25,40,377.4974865906178
11,100,5,0.25,80,300.6081053617909
12,100,5,0.25,100,252.57204609137523
13,100,5,0.25,Optimal,443.79419670472316
14,100,5,0.25,Dynamic,396.75687144817476
0,100,5,0.5,1,279.3091492651339
1,100,5,0.5,2,347.625150500078
2,100,5,0.5,3,371.2956378178835
3,100,5,0.5,4,395.7071732866565
4,100,5,0.5,5,408.31647650950015
5,100,5,0.5,7,422.6664521281742
6,100,5,0.5,9,429.9357402030307
7,100,5,0.5,12,432.11854107381464
8,100,5,0.5,15,426.30638161909184
9,100,5,0.5,20,428.50366405490536
10,100,5,0.5,40,391.7330290939706
11,100,5,0.5,80,297.6672315393728
12,100,5,0.5,100,248.4660362436087
13,100,5,0.5,Optimal,465.8969096497087
14,100,5,0.5,Dynamic,428.07648121937433
0,100,5,0.7,1,363.1303728605781
1,100,5,0.7,2,424.47550681896627
2,100,5,0.7,3,450.9583546614551
3,100,5,0.7,4,462.70283774707536
4,100,5,0.7,5,467.8446631066726
5,100,5,0.7,7,471.53154594824696
6,100,5,0.7,9,471.7594930939268
7,100,5,0.7,12,475.4908611165996
8,100,5,0.7,15,473.01210697348006
9,100,5,0.7,20,462.166614923134
10,100,5,0.7,40,415.1261359072071
11,100,5,0.7,80,312.2842397118131
12,100,5,0.7,100,260.6670100073811
13,100,5,0.7,Optimal,503.3259470422808
14,100,5,0.7,Dynamic,479.51256454334026
0,100,5,0.8,1,411.98436669208377
1,100,5,0.8,2,459.8451839288788
2,100,5,0.8,3,475.9663888962113
3,100,5,0.8,4,479.293698938889
4,100,5,0.8,5,481.42168551061053
5,100,5,0.8,7,486.41019491417325
6,100,5,0.8,9,482.8251640252892
7,100,5,0.8,12,480.2644305992979
8,100,5,0.8,15,475.70267742036907
9,100,5,0.8,20,463.86918707808513
10,100,5,0.8,40,414.96747396058345
11,100,5,0.8,80,311.8699649020534
12,100,5,0.8,100,260.32121037278836
13,100,5,0.8,Optimal,507.1941282887487
14,100,5,0.8,Dynamic,483.157530880001
0,100,5,0.85,1,418.9785923170194
1,100,5,0.85,2,458.9376734340033
2,100,5,0.85,3,470.127890495711
3,100,5,0.85,4,474.7707316452265
4,100,5,0.85,5,477.33743251163577
5,100,5,0.85,7,476.8096148346985
6,100,5,0.85,9,473.21394372301955
7,100,5,0.85,12,467.73445480071547
8,100,5,0.85,15,462.9744369198296
9,100,5,0.85,20,452.92865633010626
10,100,5,0.85,40,402.97675291859247
11,100,5,0.85,80,302.85830498850737
12,100,5,0.85,100,252.79908102346485
13,100,5,0.85,Optimal,494.10955264456817
14,100,5,0.85,Dynamic,474.71740687054034
0,100,5,0.9,1,461.30745127802294
1,100,5,0.9,2,487.5103159163727
2,100,5,0.9,3,492.3957390340963
3,100,5,0.9,4,494.26335032963806
4,100,5,0.9,5,492.4709468260937
5,100,5,0.9,7,489.83621185784193
6,100,5,0.9,9,486.54757757566205
7,100,5,0.9,12,479.3493269212304
8,100,5,0.9,15,471.86375548596675
9,100,5,0.9,20,459.1792459298924
10,100,5,0.9,40,408.4412077055949
11,100,5,0.9,80,306.96513125699994
12,100,5,0.9,100,256.2270930327024
13,100,5,0.9,Optimal,504.0811592013075
14,100,5,0.9,Dynamic,496.40432381753004
0,100,5,0.95,1,476.3428692612477
1,100,5,0.95,2,482.490477487048
2,100,5,0.95,3,485.5092406121385
3,100,5,0.95,4,484.43958780415613
4,100,5,0.95,5,483.6249161626099
5,100,5,0.95,7,479.6931548172265
6,100,5,0.95,9,474.93143537503715
7,100,5,0.95,12,467.6021148805908
8,100,5,0.95,15,460.2169730653649
9,100,5,0.95,20,447.8455490582315
10,100,5,0.95,40,398.3598530296976
11,100,5,0.95,80,299.38846097262996
12,100,5,0.95,100,249.90276494409605
13,100,5,0.95,Optimal,492.72360401470445
14,100,5,0.95,Dynamic,487.2662172392158
0,100,5,1.0,1,507.35676249348927
1,100,5,1.0,2,504.8199786810219
2,100,5,1.0,3,502.2831948685544
3,100,5,1.0,4,499.746411056087
4,100,5,1.0,5,497.2096272436196
5,100,5,1.0,7,492.13605961868467
6,100,5,1.0,9,487.06249199374986
7,100,5,1.0,12,479.45214055634744
8,100,5,1.0,15,471.8417891189451
9,100,5,1.0,20,459.1578700566079
10,100,5,1.0,40,408.42219380725896
11,100,5,1.0,80,306.9508413085611
12,100,5,1.0,100,256.21516505921215
13,100,5,1.0,Optimal,507.35676249348927
14,100,5,1.0,Dynamic,507.35676249348927
0,100,10,0.25,1,62.52476319498136
1,100,10,0.25,2,124.63818113335061
2,100,10,0.25,3,143.44532672149222
3,100,10,0.25,4,153.0640139482321
4,100,10,0.25,5,160.6500138721689
5,100,10,0.25,7,166.9225428481951
6,100,10,0.25,9,176.77837185923093
7,100,10,0.25,12,178.06760254155665
8,100,10,0.25,15,177.8154732001001
9,100,10,0.25,20,176.98349938655795
10,100,10,0.25,40,146.11583701880915
11,100,10,0.25,80,51.95390583023536
12,100,10,0.25,100,2.4944561329981183
13,100,10,0.25,Optimal,208.1958175993435
14,100,10,0.25,Dynamic,179.04626341922176
0,100,10,0.5,1,104.70840051030116
1,100,10,0.5,2,149.27505043937808
2,100,10,0.5,3,170.9897215322981
3,100,10,0.5,4,187.64957267098097
4,100,10,0.5,5,194.39044390896382
5,100,10,0.5,7,201.21241220409206
6,100,10,0.5,9,202.65980327618414
7,100,10,0.5,12,205.85706722518228
8,100,10,0.5,15,202.92634046052285
9,100,10,0.5,20,194.4981183820806
10,100,10,0.5,40,153.0731498770908
11,100,10,0.5,80,53.00670971358142
12,100,10,0.5,100,2.535369664807755
13,100,10,0.5,Optimal,227.96934960085636
14,100,10,0.5,Dynamic,204.13397742269498
0,100,10,0.7,1,169.09059348400385
1,100,10,0.7,2,203.15515519671607
2,100,10,0.7,3,208.40964309690466
3,100,10,0.7,4,214.10651629453693
4,100,10,0.7,5,215.17590821465743
5,100,10,0.7,7,218.57728879649534
6,100,10,0.7,9,219.05200652240754
7,100,10,0.7,12,213.7626673370132
8,100,10,0.7,15,208.2793470155563
9,100,10,0.7,20,196.86969620100678
10,100,10,0.7,40,150.6095653113381
11,100,10,0.7,80,51.89280300658213
12,100,10,0.7,100,2.4710858574562926
13,100,10,0.7,Optimal,234.5001785788071
14,100,10,0.7,Dynamic,220.81356290309347
0,100,10,0.8,1,198.91940100030502
1,100,10,0.8,2,221.60396282153317
2,100,10,0.8,3,230.13458900368664
3,100,10,0.8,4,230.62538881739565
4,100,10,0.8,5,229.86333440511152
5,100,10,0.8,7,228.2745630059883
6,100,10,0.8,9,225.75390472274856
7,100,10,0.8,12,219.42304207742978
8,100,10,0.8,15,212.60986913775352
9,100,10,0.8,20,200.90489499708124
10,100,10,0.8,40,151.34161010329527
11,100,10,0.8,80,52.10121003556067
12,100,10,0.8,100,2.481010001693366
13,100,10,0.8,Optimal,242.05467339901924
14,100,10,0.8,Dynamic,230.470115022947
0,100,10,0.85,1,221.42012040769197
1,100,10,0.85,2,233.90304111269563
2,100,10,0.85,3,237.21357521995947
3,100,10,0.85,4,237.57117498695564
4,100,10,0.85,5,237.87223988217622
5,100,10,0.85,7,235.70736704175204
6,100,10,0.85,9,231.10348110782448
7,100,10,0.85,12,224.50114571419647
8,100,10,0.85,15,217.13195214940714
9,100,10,0.85,20,204.77929292217698
10,100,10,0.85,40,154.26711204615705
11,100,10,0.85,80,53.10835004867702
12,100,10,0.85,100,2.5289690499370012
13,100,10,0.85,Optimal,248.23556358839053
14,100,10,0.85,Dynamic,237.87774294478152
0,100,10,0.9,1,237.2557561784858
1,100,10,0.9,2,247.4794533248321
2,100,10,0.9,3,246.38403715945216
3,100,10,0.9,4,246.68438996054655
4,100,10,0.9,5,244.14125191971624
5,100,10,0.9,7,240.42899809051883
6,100,10,0.9,9,235.63056770992486
7,100,10,0.9,12,228.0765690493162
8,100,10,0.9,15,220.415089486332
9,100,10,0.9,20,207.600258702243
10,100,10,0.9,40,156.3409355658867
11,100,10,0.9,80,53.82228929317411
12,100,10,0.9,100,2.562966156817814
13,100,10,0.9,Optimal,253.98617975869027
14,100,10,0.9,Dynamic,247.55929198077527
0,100,10,0.95,1,238.4085195085888
1,100,10,0.95,2,243.08598874482104
2,100,10,0.95,3,243.53454410165796
3,100,10,0.95,4,242.08962089655623
4,100,10,0.95,5,239.69989111561532
5,100,10,0.95,7,234.87289581573972
6,100,10,0.95,9,230.12190912544236
7,100,10,0.95,12,222.76249815662806
8,100,10,0.95,15,215.2536499041575
9,100,10,0.95,20,202.73890281670643
10,100,10,0.95,40,152.6799144669024
11,100,10,0.95,80,52.56193776729427
12,100,10,0.95,100,2.5029494174902034
13,100,10,0.95,Optimal,248.35702221171059
14,100,10,0.95,Dynamic,245.36971042505354
0,100,10,1.0,1,255.83468728351679
1,100,10,1.0,2,253.27634041068154
2,100,10,1.0,3,250.71799353784638
3,100,10,1.0,4,248.15964666501125
4,100,10,1.0,5,245.60129979217606
5,100,10,1.0,7,240.48460604650572
6,100,10,1.0,9,235.36791230083537
7,100,10,1.0,12,227.69287168232987
8,100,10,1.0,15,220.0178310638244
9,100,10,1.0,20,207.22609669964856
10,100,10,1.0,40,156.0591592429452
11,100,10,1.0,80,53.72528432953852
12,100,10,1.0,100,2.5583468728351675
13,100,10,1.0,Optimal,255.83468728351679
14,100,10,1.0,Dynamic,255.83468728351679
0,100,25,0.25,1,23.75608403689918
1,100,25,0.25,2,42.10798620116223
2,100,25,0.25,3,51.56449186589025
3,100,25,0.25,4,60.334097254447514
4,100,25,0.25,5,64.18273504441223
5,100,25,0.25,7,63.886984166490976
6,100,25,0.25,9,64.1802844284941
7,100,25,0.25,12,60.32324827715772
8,100,25,0.25,15,55.23645412791246
9,100,25,0.25,20,46.773790091550026
10,100,25,0.25,40,2.3686029859492597
11,100,25,0.25,80,-97.24068135501507
12,100,25,0.25,100,-147.88452148399324
13,100,25,0.25,Optimal,74.745272350557
14,100,25,0.25,Dynamic,64.84156986039991
0,100,25,0.5,1,53.89720060605863
1,100,25,0.5,2,65.46415794093289
2,100,25,0.5,3,69.97956127864491
3,100,25,0.5,4,72.20134964818436
4,100,25,0.5,5,72.20687831911552
5,100,25,0.5,7,71.74516298294812
6,100,25,0.5,9,69.24542683689538
7,100,25,0.5,12,66.98082473081695
8,100,25,0.5,15,60.5989295359956
9,100,25,0.5,20,49.595741306721955
10,100,25,0.5,40,2.4693350884298635
11,100,25,0.5,80,-97.60212927410599
12,100,25,0.5,100,-147.7388253624194
13,100,25,0.5,Optimal,83.48434368641115
14,100,25,0.5,Dynamic,73.25748876313077
0,100,25,0.7,1,73.14183359450517
1,100,25,0.7,2,79.48182267784098
2,100,25,0.7,3,82.82311844458958
3,100,25,0.7,4,83.58011631099727
4,100,25,0.7,5,83.37124024905775
5,100,25,0.7,7,80.26111290755718
6,100,25,0.7,9,76.25283890881524
7,100,25,0.7,12,69.5330043088444
8,100,25,0.7,15,63.30614068651955
9,100,25,0.7,20,51.45061269401871
10,100,25,0.7,40,2.465410591127317
11,100,25,0.7,80,-96.48561774650476
12,100,25,0.7,100,-145.96542171907132
13,100,25,0.7,Optimal,90.97030847106862
14,100,25,0.7,Dynamic,84.23116317370445
0,100,25,0.8,1,77.60009332608604
1,100,25,0.8,2,85.5405046328752
2,100,25,0.8,3,86.84351164424105
3,100,25,0.8,4,86.17444600894996
4,100,25,0.8,5,85.89750249446702
5,100,25,0.8,7,81.9082451913117
6,100,25,0.8,9,77.2125654201001
7,100,25,0.8,12,70.31825287188721
8,100,25,0.8,15,63.15729172851802
9,100,25,0.8,20,51.32348730377632
10,100,25,0.8,40,2.447188104177506
11,100,25,0.8,80,-95.44033606292273
12,100,25,0.8,100,-144.38409814647284
13,100,25,0.8,Optimal,93.06078809623361
14,100,25,0.8,Dynamic,87.87131405671369
0,100,25,0.85,1,86.19450646107039
1,100,25,0.85,2,91.24910457797911
2,100,25,0.85,3,92.30330271592999
3,100,25,0.85,4,90.88166314053161
4,100,25,0.85,5,88.61574493662472
5,100,25,0.85,7,84.50749035072702
6,100,25,0.85,9,79.85873815838282
7,100,25,0.85,12,72.74792922436224
8,100,25,0.85,15,65.39430430148396
9,100,25,0.85,20,52.96577238316931
10,100,25,0.85,40,2.5263236826989566
11,100,25,0.85,80,-98.5266236252593
12,100,25,0.85,100,-149.05309727923844
13,100,25,0.85,Optimal,96.8663922402461
14,100,25,0.85,Dynamic,93.08800019623602
0,100,25,0.9,1,87.37823462152474
1,100,25,0.9,2,90.39203951602951
2,100,25,0.9,3,91.45256866916516
3,100,25,0.9,4,89.35828854431392
4,100,25,0.9,5,87.12062303027442
5,100,25,0.9,7,82.77183233890706
6,100,25,0.9,9,78.05372578891715
7,100,25,0.9,12,70.86538608153836
8,100,25,0.9,15,63.61678442486921
9,100,25,0.9,20,51.38278742008667
10,100,25,0.9,40,2.446799400956508
11,100,25,0.9,80,-95.42517663730379
12,100,25,0.9,100,-144.36116465643397
13,100,25,0.9,Optimal,95.08219096473624
14,100,25,0.9,Dynamic,91.59028367131813
0,100,25,0.95,1,91.79535117944123
1,100,25,0.95,2,93.30054557287838
2,100,25,0.95,3,91.93649969033515
3,100,25,0.95,4,89.95798313662144
4,100,25,0.95,5,87.99427844840861
5,100,25,0.95,7,83.46848828430512
6,100,25,0.95,9,78.55857720875775
7,100,25,0.95,12,71.19371059543673
8,100,25,0.95,15,63.82884398211568
9,100,25,0.95,20,51.55406629324729
10,100,25,0.95,40,2.45495553777368
11,100,25,0.95,80,-95.74326597317354
12,100,25,0.95,100,-144.8423767286471
13,100,25,0.95,Optimal,96.44128911717704
14,100,25,0.95,Dynamic,94.00525378341862
0,100,25,1.0,1,99.58873103856514
1,100,25,1.0,2,97.09901276260102
2,100,25,1.0,3,94.60929448663687
3,100,25,1.0,4,92.11957621067275
4,100,25,1.0,5,89.62985793470861
5,100,25,1.0,7,84.6504213827804
6,100,25,1.0,9,79.6709848308521
7,100,25,1.0,12,72.20183000295974
8,100,25,1.0,15,64.73267517506734
9,100,25,1.0,20,52.28408379524669
10,100,25,1.0,40,2.4897182759641283
11,100,25,1.0,80,-97.09901276260102
12,100,25,1.0,100,-146.89337828188357
13,100,25,1.0,Optimal,99.58873103856514
14,100,25,1.0,Dynamic,99.58873103856514
0,100,50,0.25,1,14.35806906013255
1,100,50,0.25,2,22.62192043104635
2,100,50,0.25,3,26.624105836762514
3,100,50,0.25,4,27.609874672270085
4,100,50,0.25,5,27.703751192133996
5,100,50,0.25,7,26.247461641861097
6,100,50,0.25,9,23.69383448375653
7,100,50,0.25,12,18.341164244415992
8,100,50,0.25,15,12.544172998767847
9,100,50,0.25,20,2.188842126150654
10,100,50,0.25,40,-44.476738340431446
11,100,50,0.25,80,-147.61230963547243
12,100,50,0.25,100,-199.6025301376723
13,100,50,0.25,Optimal,33.75248731379906
14,100,50,0.25,Dynamic,27.412407639717927
0,100,50,0.5,1,25.521599609225085
1,100,50,0.5,2,31.02629320571849
2,100,50,0.5,3,32.47252824830359
3,100,50,0.5,4,33.285862001017215
4,100,50,0.5,5,32.67562875175071
5,100,50,0.5,7,29.704380121214857
6,100,50,0.5,9,26.374733264141796
7,100,50,0.5,12,20.68761792892606
8,100,50,0.5,15,14.11234513839728
9,100,50,0.5,20,2.429519781886017
10,100,50,0.5,40,-48.219366104604475
11,100,50,0.5,80,-151.3841602128082
12,100,50,0.5,100,-203.0502753723812
13,100,50,0.5,Optimal,38.488935987201295
14,100,50,0.5,Dynamic,33.75911675974042
0,100,50,0.7,1,36.48066589011179
1,100,50,0.7,2,41.41980725925586
2,100,50,0.7,3,41.499206243597335
3,100,50,0.7,4,39.79843248015768
4,100,50,0.7,5,38.09574416265898
5,100,50,0.7,7,33.85451413245473
6,100,50,0.7,9,29.546450484498834
7,100,50,0.7,12,22.365919855476104
8,100,50,0.7,15,14.974005275442307
9,100,50,0.7,20,2.5144708287316226
10,100,50,0.7,40,-48.12223299399495
11,100,50,0.7,80,-149.51439633456002
12,100,50,0.7,100,-200.1972425496651
13,100,50,0.7,Optimal,45.554109926277185
14,100,50,0.7,Dynamic,41.911698277611166
0,100,50,0.8,1,40.01731389848622
1,100,50,0.8,2,42.61470206013073
2,100,50,0.8,3,41.481456996709184
3,100,50,0.8,4,40.37796780137163
4,100,50,0.8,5,38.444390682491665
5,100,50,0.8,7,34.07774971964465
6,100,50,0.8,9,29.29009847954051
7,100,50,0.8,12,22.14236483101395
8,100,50,0.8,15,14.818933755897719
9,100,50,0.8,20,2.471311931341273
10,100,50,0.8,40,-46.98236772074627
11,100,50,0.8,80,-146.27110551633942
12,100,50,0.8,100,-195.85453111509855
13,100,50,0.8,Optimal,45.61750388384763
14,100,50,0.8,Dynamic,41.99734308422875
0,100,50,0.85,1,42.46003547865206
1,100,50,0.85,2,44.38084111577558
2,100,50,0.85,3,42.7490533266068
3,100,50,0.85,4,41.02303465772428
4,100,50,0.85,5,38.61688373128874
5,100,50,0.85,7,34.14547317596082
6,100,50,0.85,9,29.351170120337493
7,100,50,0.85,12,22.06302987214843
8,100,50,0.85,15,14.719648605285876
9,100,50,0.85,20,2.4532747675476463
10,100,50,0.85,40,-46.612220583405275
11,100,50,0.85,80,-144.74321128531113
12,100,50,0.85,100,-193.80870663626402
13,100,50,0.85,Optimal,46.610445482679076
14,100,50,0.85,Dynamic,44.486020650966076
0,100,50,0.9,1,45.687473634144744
1,100,50,0.9,2,46.18299172392437
2,100,50,0.9,3,44.543445465864586
3,100,50,0.9,4,42.262024749903055
4,100,50,0.9,5,40.04878442844049
5,100,50,0.9,7,35.098159111331114
6,100,50,0.9,9,30.199195019250375
7,100,50,0.9,12,22.686622988583398
8,100,50,0.9,15,15.128545566753045
9,100,50,0.9,20,2.522606339387964
10,100,50,0.9,40,-47.950390266544716
11,100,50,0.9,80,-148.89858030137574
12,100,50,0.9,100,-199.37267531879124
13,100,50,0.9,Optimal,48.515250117404634
14,100,50,0.9,Dynamic,46.411841492911364
0,100,50,0.95,1,47.42396875784902
1,100,50,0.95,2,47.010603404541925
2,100,50,0.95,3,45.000673086355825
3,100,50,0.95,4,42.59549441986228
4,100,50,0.95,5,40.13590585900001
5,100,50,0.95,7,35.15879623526078
6,100,50,0.95,9,30.169359734586884
7,100,50,0.95,12,22.62701980094016
8,100,50,0.95,15,15.09117292178941
9,100,50,0.95,20,2.5151954869649016
10,100,50,0.95,40,-47.78871425233313
11,100,50,0.95,80,-148.39653373092918
12,100,50,0.95,100,-198.7004434702272
13,100,50,0.95,Optimal,49.079055401297865
14,100,50,0.95,Dynamic,47.69659710039482
0,100,50,1.0,1,49.93653536466664
1,100,50,1.0,2,47.43970859643334
2,100,50,1.0,3,44.9428818282
3,100,50,1.0,4,42.446055059966646
4,100,50,1.0,5,39.94922829173333
5,100,50,1.0,7,34.95557475526666
6,100,50,1.0,9,29.961921218800004
7,100,50,1.0,12,22.4714409141
8,100,50,1.0,15,14.980960609400002
9,100,50,1.0,20,2.496826768233333
10,100,50,1.0,40,-47.43970859643334
11,100,50,1.0,80,-147.31277932576668
12,100,50,1.0,100,-197.24931469043324
13,100,50,1.0,Optimal,49.93653536466664
14,100,50,1.0,Dynamic,49.93653536466664
0,100,100,0.25,1,4.737671702762211
1,100,100,0.25,2,9.047686561607248
2,100,100,0.25,3,10.38593421535167
3,100,100,0.25,4,10.053640445672551
4,100,100,0.25,5,9.20907433565636
5,100,100,0.25,7,6.950474877552944
6,100,100,0.25,9,3.6724063749571396
7,100,100,0.25,12,-1.948623207948971
8,100,100,0.25,15,-8.175311194126106
9,100,100,0.25,20,-18.989202600826253
10,100,100,0.25,40,-66.22560032795502
11,100,100,0.25,80,-166.30346249027264
12,100,100,0.25,100,-216.32465768374482
13,100,100,0.25,Optimal,12.858519027997811
14,100,100,0.25,Dynamic,10.30594615464486
0,100,100,0.5,1,13.059839690287422
1,100,100,0.5,2,14.905856880618888
2,100,100,0.5,3,14.29314088316865
3,100,100,0.5,4,13.50482364523846
4,100,100,0.5,5,11.98884652861789
5,100,100,0.5,7,8.372832337963363
6,100,100,0.5,9,4.407227354665657
7,100,100,0.5,12,-2.295782535388308
8,100,100,0.5,15,-9.455030094814202
9,100,100,0.5,20,-21.81926744832762
10,100,100,0.5,40,-73.07842223767665
11,100,100,0.5,80,-176.76454281820392
12,100,100,0.5,100,-228.00064218579922
13,100,100,0.5,Optimal,17.463339844366427
14,100,100,0.5,Dynamic,14.512414079543015
0,100,100,0.7,1,17.19212174318657
1,100,100,0.7,2,18.405553353865866
2,100,100,0.7,3,17.343828013103124
3,100,100,0.7,4,15.517733252909837
4,100,100,0.7,5,13.57567569398832
5,100,100,0.7,7,9.240659714597745
6,100,100,0.7,9,4.739333953121852
7,100,100,0.7,12,-2.4074777225585473
8,100,100,0.7,15,-9.670686378005437
9,100,100,0.7,20,-22.15457776121803
10,100,100,0.7,40,-72.02379016450419
11,100,100,0.7,80,-171.91616159909918
12,100,100,0.7,100,-221.74693307709887
13,100,100,0.7,Optimal,20.445127345971283
14,100,100,0.7,Dynamic,18.518626447209655
0,100,100,0.8,1,19.374945327953096
1,100,100,0.8,2,20.36145322545032
2,100,100,0.8,3,18.60734827007402
3,100,100,0.8,4,16.447431218207456
4,100,100,0.8,5,14.424824241272443
5,100,100,0.8,7,9.719151007740564
6,100,100,0.8,9,4.917477383865653
7,100,100,0.8,12,-2.4701896748733296
8,100,100,0.8,15,-9.911669134159958
9,100,100,0.8,20,-22.348621640843117
10,100,100,0.8,40,-72.29586994478646
11,100,100,0.8,80,-172.01431124794027
12,100,100,0.8,100,-221.87353189951708
13,100,100,0.8,Optimal,21.964551402089384
14,100,100,0.8,Dynamic,20.30920946379765
0,100,100,0.85,1,20.975978492182456
1,100,100,0.85,2,20.575987385243575
2,100,100,0.85,3,18.981365878706146
3,100,100,0.85,4,16.928926990964356
4,100,100,0.85,5,14.593428288316032
5,100,100,0.85,7,9.847807689688858
6,100,100,0.85,9,4.968213575773981
7,100,100,0.85,12,-2.4955322312228643
8,100,100,0.85,15,-9.99859400194255
9,100,100,0.85,20,-22.51952071614488
10,100,100,0.85,40,-72.68972396490047
11,100,100,0.85,80,-172.95141219234935
12,100,100,0.85,100,-223.0822563060738
13,100,100,0.85,Optimal,22.502338072804097
14,100,100,0.85,Dynamic,21.43937781317071
0,100,100,0.9,1,22.920860639632043
1,100,100,0.9,2,21.626733662417564
2,100,100,0.9,3,19.606194969993066
3,100,100,0.9,4,17.333656990526972
4,100,100,0.9,5,14.959563338983557
5,100,100,0.9,7,10.017602957992032
6,100,100,0.9,9,5.012453879458319
7,100,100,0.9,12,-2.5062269397291597
8,100,100,0.9,15,-10.038844596917855
9,100,100,0.9,20,-22.58740034306517
10,100,100,0.9,40,-72.78162332765446
11,100,100,0.9,80,-173.17006929683305
12,100,100,0.9,100,-223.36429228142225
13,100,100,0.9,Optimal,23.58854244257926
14,100,100,0.9,Dynamic,22.953673985116282
0,100,100,0.95,1,24.172190874301176
1,100,100,0.95,2,22.503730382899352
2,100,100,0.95,3,20.142309172133555
3,100,100,0.95,4,17.693100657228108
4,100,100,0.95,5,15.202662019122055
5,100,100,0.95,7,10.147285395930767
6,100,100,0.95,9,5.074112239471245
7,100,100,0.95,12,-2.5370561197356225
8,100,100,0.95,15,-10.14822447894249
9,100,100,0.95,20,-22.83350507762061
10,100,100,0.95,40,-73.57462747233306
11,100,100,0.95,80,-175.05687226175792
12,100,100,0.95,100,-225.79799465647045
13,100,100,0.95,Optimal,24.4650105827925
14,100,100,0.95,Dynamic,24.14455804498009
0,100,100,1.0,1,24.485920326702068
1,100,100,1.0,2,22.03732829403186
2,100,100,1.0,3,19.588736261361657
3,100,100,1.0,4,17.140144228691447
4,100,100,1.0,5,14.691552196021242
5,100,100,1.0,7,9.794368130680828
6,100,100,1.0,9,4.897184065340414
7,100,100,1.0,12,-2.448592032670207
8,100,100,1.0,15,-9.794368130680828
9,100,100,1.0,20,-22.03732829403186
10,100,100,1.0,40,-71.009168947436
11,100,100,1.0,80,-168.95285025424425
12,100,100,1.0,100,-217.92469090764843
13,100,100,1.0,Optimal,24.485920326702068
14,100,100,1.0,Dynamic,24.485920326702068
0,1000,2,0.25,1,444.06312855983
1,1000,2,0.25,2,671.647482895201
2,1000,2,0.25,3,795.504415387029
3,1000,2,0.25,4,876.3498666563894
4,1000,2,0.25,5,949.0628269693091
5,1000,2,0.25,7,1029.5530807555378
6,1000,2,0.25,9,1067.137771544005
7,1000,2,0.25,12,1112.5445146636332
8,1000,2,0.25,15,1151.1631025498311
9,1000,2,0.25,20,1173.098587766122
10,1000,2,0.25,40,1237.6266235814637
11,1000,2,0.25,80,1206.1589107473847
12,1000,2,0.25,1000,-1598.804161413492
13,1000,2,0.25,Optimal,1353.4766553752875
14,1000,2,0.25,Dynamic,1228.3467981037347
0,1000,2,0.5,1,828.8859741402006
1,1000,2,0.5,2,1032.5117123594778
2,1000,2,0.5,3,1135.189589346102
3,1000,2,0.5,4,1195.1478826925484
4,1000,2,0.5,5,1236.4763519521816
5,1000,2,0.5,7,1280.8702824165202
6,1000,2,0.5,9,1308.7291477303347
7,1000,2,0.5,12,1330.791009128858
8,1000,2,0.5,15,1333.7667725278789
9,1000,2,0.5,20,1353.4630417580765
10,1000,2,0.5,40,1371.0070548013466
11,1000,2,0.5,80,1279.2443910288205
12,1000,2,0.5,1000,-1609.5033728347098
13,1000,2,0.5,Optimal,1458.5273166202749
14,1000,2,0.5,Dynamic,1358.2488438224182
0,1000,2,0.7,1,1121.3107450480768
1,1000,2,0.7,2,1307.3499250200716
2,1000,2,0.7,3,1342.003100556682
3,1000,2,0.7,4,1385.1409752998134
4,1000,2,0.7,5,1408.9531672827109
5,1000,2,0.7,7,1445.4653734392416
6,1000,2,0.7,9,1460.022910233222
7,1000,2,0.7,12,1470.4361494409284
8,1000,2,0.7,15,1487.8043797720863
9,1000,2,0.7,20,1486.6694093516264
10,1000,2,0.7,40,1453.230121258276
11,1000,2,0.7,80,1343.5316711608234
12,1000,2,0.7,1000,-1609.1306766332355
13,1000,2,0.7,Optimal,1552.1801093578822
14,1000,2,0.7,Dynamic,1481.3312779116643
0,1000,2,0.8,1,1241.0354815968626
1,1000,2,0.8,2,1389.988730522822
2,1000,2,0.8,3,1445.0305372386315
3,1000,2,0.8,4,1470.783808512415
4,1000,2,0.8,5,1479.6366088603338
